scenario_id,case,seed,n_bus,n_load,load_min,converged,min_vm_pu,max_line_loading_percent,pf_error,lawful_split_decision,lawful_split_reason,feature_only_merge_decision,feature_only_merge_reason,numeric_merge_conservation_error
public-case14-0038,case14,20260839,14,11,246.49629070574102,True,1.0099999999999996,1.3991920243093237,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0039,case14,20260840,14,11,245.45293591510378,True,1.0100000000000002,1.406040162745383,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0040,case14,20260841,14,11,283.83146167222907,True,1.0100000000000002,1.6996151514844835,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0041,case14,20260842,14,11,249.38266808028843,True,1.01,1.4275151434114814,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0042,case14,20260843,14,11,259.16845507953803,True,1.01,1.511642827732925,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0043,case14,20260844,14,11,264.1015654973155,True,1.01,1.549276488400503,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0044,case14,20260845,14,11,273.4205633093939,True,1.01,1.6231802032260656,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0045,case14,20260846,14,11,283.1446687717114,True,1.0099999999999998,1.7042378342829896,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0046,case14,20260847,14,11,260.14654494259935,True,1.01,1.5201005461534516,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0047,case14,20260848,14,11,268.9585374898169,True,1.01,1.5919015766443378,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0048,case14,20260849,14,11,259.9176488872183,True,1.0099999999999998,1.5123226056412342,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0049,case14,20260850,14,11,256.5573360976161,True,1.0099999999999998,1.4777916794643455,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0050,case14,20260851,14,11,272.2008118025092,True,1.01,1.6018639292199572,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0051,case14,20260852,14,11,258.5999319370901,True,1.01,1.5045996078136548,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0052,case14,20260853,14,11,268.2717978560528,True,1.01,1.5883591417918845,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0053,case14,20260854,14,11,248.74373845648765,True,1.01,1.425460560782443,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0054,case14,20260855,14,11,255.15284701160462,True,1.01,1.4773922210531487,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0055,case14,20260856,14,11,268.11011478084464,True,1.0100000000000002,1.584254924215383,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0056,case14,20260857,14,11,240.40919063136346,True,1.0100000000000002,1.3507032238573717,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0057,case14,20260858,14,11,263.88445694519066,True,1.0100000000000002,1.5358973398591504,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0058,case14,20260859,14,11,257.88029236202885,True,1.01,1.5011727712228353,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0059,case14,20260860,14,11,265.2272068126637,True,1.0099999999999998,1.5602029210972843,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0060,case14,20260861,14,11,249.50526697799484,True,1.0100000000000002,1.4173359307799798,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0061,case14,20260862,14,11,274.2563390265767,True,1.0100000000000005,1.628805664155148,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0062,case14,20260863,14,11,266.196899013846,True,1.01,1.573873432727443,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0063,case14,20260864,14,11,275.70758134516615,True,1.0099999999999998,1.649386299082746,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0064,case14,20260865,14,11,255.8682030627986,True,1.01,1.488308673090472,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0065,case14,20260866,14,11,261.65638348065283,True,1.0099999999999998,1.5241864969677916,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0066,case14,20260867,14,11,255.4457992524489,True,1.01,1.4794913820369744,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0067,case14,20260868,14,11,273.49263587698323,True,1.0100000000000002,1.616789038670546,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0068,case14,20260869,14,11,285.56945375892866,True,1.0099999999999998,1.7168118088479019,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0069,case14,20260870,14,11,252.77226831395328,True,1.0099999999999996,1.458684901757906,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0070,case14,20260871,14,11,271.3840193653156,True,1.0099999999999998,1.6126253884486024,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0071,case14,20260872,14,11,257.1856968715162,True,1.01,1.4969470859844487,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0072,case14,20260873,14,11,257.5093656637597,True,1.01,1.498370145706349,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0073,case14,20260874,14,11,270.9566854673929,True,1.01,1.5909729304315925,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0074,case14,20260875,14,11,283.1693707449713,True,1.01,1.6884606254426153,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0075,case14,20260876,14,11,274.1209379166783,True,1.01,1.6357484285611943,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0076,case14,20260877,14,11,275.0827586087346,True,1.01,1.631864936590317,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0077,case14,20260878,14,11,258.6113906309359,True,1.0099999999999998,1.501188190969064,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0078,case14,20260879,14,11,237.1754669874149,True,1.01,1.337064670862068,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0079,case14,20260880,14,11,267.94409435008464,True,1.0099999999999998,1.5775933683360481,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0080,case14,20260881,14,11,260.62025162813177,True,1.0100000000000002,1.5294249871531163,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0081,case14,20260882,14,11,276.8270184924595,True,1.01,1.6474772517035028,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0082,case14,20260883,14,11,280.2249938552844,True,1.01,1.6803634896905788,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0083,case14,20260884,14,11,259.41388432875016,True,1.01,1.5182360454758563,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0084,case14,20260885,14,11,255.39598367680654,True,1.0100000000000002,1.4771980166245682,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0085,case14,20260886,14,11,239.00707817556884,True,1.01,1.3515124465199067,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0086,case14,20260887,14,11,249.53710228420098,True,1.01,1.4288416921799099,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0087,case14,20260888,14,11,281.42479536469375,True,1.01,1.689918200905506,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0088,case14,20260889,14,11,260.5349729023037,True,1.0100000000000002,1.5198922217168487,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0089,case14,20260890,14,11,260.595511445555,True,1.01,1.5211381707290301,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0090,case14,20260891,14,11,246.7804653872161,True,1.01,1.4209881476212893,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0091,case14,20260892,14,11,259.88328505133734,True,1.0100000000000002,1.532100008844629,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0092,case14,20260893,14,11,254.8483934571787,True,1.01,1.4870518945541706,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0093,case14,20260894,14,11,262.92437045158033,True,1.0099999999999998,1.5376664676639866,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0094,case14,20260895,14,11,277.22682733499124,True,1.01,1.6538684084762552,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0095,case14,20260896,14,11,240.702878295385,True,1.0099999999999998,1.3703073403162835,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0096,case14,20260897,14,11,232.19876493997165,True,1.01,1.2999535689192463,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0097,case14,20260898,14,11,279.8059685606383,True,1.01,1.6776957014227414,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0098,case14,20260899,14,11,270.81652001558587,True,1.01,1.5964483031375352,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0099,case14,20260900,14,11,264.9316019631493,True,1.01,1.5526255837516232,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0100,case14,20260901,14,11,253.33789063118763,True,1.0100000000000002,1.4730643878054628,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0101,case14,20260902,14,11,266.57734350266077,True,1.0100000000000002,1.570646688824636,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0102,case14,20260903,14,11,245.07111482398182,True,1.01,1.3968549514499362,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0103,case14,20260904,14,11,276.3374233780064,True,1.0099999999999998,1.6515910742699338,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0104,case14,20260905,14,11,280.766373543182,True,1.01,1.6836951406450167,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0105,case14,20260906,14,11,267.49870459722774,True,1.01,1.5702673558788527,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0106,case14,20260907,14,11,258.89796233511504,True,1.01,1.5026824680039,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0107,case14,20260908,14,11,266.6253155898426,True,1.01,1.5739389906264591,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0108,case14,20260909,14,11,246.28521076678345,True,1.0099999999999998,1.4216297046587985,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0109,case14,20260910,14,11,275.90113567531074,True,1.01,1.6422042474656557,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0110,case14,20260911,14,11,261.0692872810712,True,1.0100000000000002,1.5212513002624928,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0111,case14,20260912,14,11,270.5396584777115,True,1.0099999999999998,1.6055834338319555,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0112,case14,20260913,14,11,248.51888309693996,True,1.01,1.4233859831345865,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0113,case14,20260914,14,11,262.9812580802114,True,1.0100000000000002,1.5308649406917758,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0114,case14,20260915,14,11,256.12931304700015,True,1.0099999999999996,1.4935358446014155,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0115,case14,20260916,14,11,247.5563114389153,True,1.01,1.4150188838817916,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0116,case14,20260917,14,11,244.1510864667512,True,1.0099999999999998,1.390506347130126,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0117,case14,20260918,14,11,262.4076830985709,True,1.0099999999999996,1.5200049393380337,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0118,case14,20260919,14,11,274.8694418762748,True,1.0099999999999998,1.6330950510687263,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0119,case14,20260920,14,11,243.24296952416955,True,1.01,1.3719572734608112,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0120,case14,20260921,14,11,256.52473999876275,True,1.01,1.483499677005054,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0121,case14,20260922,14,11,281.2883055254083,True,1.0099999999999998,1.689848250774521,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0122,case14,20260923,14,11,274.6481747034978,True,1.0100000000000002,1.6285698342626431,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0123,case14,20260924,14,11,243.03110367737438,True,1.01,1.3753675996775545,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0124,case14,20260925,14,11,238.217902818366,True,1.01,1.3432370254370893,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0125,case14,20260926,14,11,277.6493606090661,True,1.0100000000000002,1.6587365069965463,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0126,case14,20260927,14,11,249.70716419700832,True,1.01,1.431649893763038,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0127,case14,20260928,14,11,233.65955145986152,True,1.01,1.3096938552662771,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0128,case14,20260929,14,11,263.64261862740034,True,1.0099999999999998,1.5529531739216942,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0129,case14,20260930,14,11,246.92876102708718,True,1.01,1.4149019274582564,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0130,case14,20260931,14,11,256.21799325659,True,1.0099999999999998,1.4819237449779148,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0131,case14,20260932,14,11,251.27967548791705,True,1.01,1.44621559731229,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0132,case14,20260933,14,11,256.16857127442944,True,1.0099999999999998,1.478469184470916,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0133,case14,20260934,14,11,269.75555140026137,True,1.0099999999999998,1.5969700327921257,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0134,case14,20260935,14,11,259.26745640080117,True,1.01,1.4915739478868952,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0135,case14,20260936,14,11,265.2078067925441,True,1.0100000000000002,1.5530476430720763,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0136,case14,20260937,14,11,259.7437508795118,True,1.0100000000000007,1.5280894608467879,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0137,case14,20260938,14,11,243.46425788909525,True,1.01,1.3734219464269666,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0138,case14,20260939,14,11,250.07686980866455,True,1.01,1.423853353044404,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0139,case14,20260940,14,11,246.84837966700536,True,1.01,1.4159327897424134,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0140,case14,20260941,14,11,237.16045535927148,True,1.01,1.3340707115879733,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0141,case14,20260942,14,11,288.0960487586053,True,1.0100000000000002,1.7336124020862924,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0142,case14,20260943,14,11,257.04841355634215,True,1.01,1.4761494189406072,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0143,case14,20260944,14,11,260.5995229689917,True,1.01,1.5114333325162055,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0144,case14,20260945,14,11,237.78454670429355,True,1.01,1.3420003897840806,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0145,case14,20260946,14,11,254.37677646790465,True,1.0099999999999998,1.4721215753607262,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0146,case14,20260947,14,11,263.6160334805831,True,1.01,1.545806208388803,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0147,case14,20260948,14,11,257.45044064314754,True,1.01,1.5076099970098578,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0148,case14,20260949,14,11,263.0824543572578,True,1.01,1.529630991484367,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0149,case14,20260950,14,11,254.82259079667256,True,1.01,1.477868539393431,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0150,case14,20260951,14,11,253.08943876146904,True,1.01,1.4695971623458661,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0151,case14,20260952,14,11,255.39633269233232,True,1.0099999999999998,1.4840345980080079,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0152,case14,20260953,14,11,246.83896441658484,True,1.01,1.4242020889097073,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0153,case14,20260954,14,11,255.64196978028534,True,1.0099999999999993,1.4624325039191297,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0154,case14,20260955,14,11,244.80685349212462,True,1.01,1.3949243093124344,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0155,case14,20260956,14,11,278.5435317171459,True,1.01,1.6610693379288302,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0156,case14,20260957,14,11,260.5193798968907,True,1.0099999999999996,1.5272442220958746,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0157,case14,20260958,14,11,247.14778540235685,True,1.01,1.4197662884321176,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0158,case14,20260959,14,11,264.0227594921351,True,1.0100000000000002,1.5444087386899839,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0159,case14,20260960,14,11,278.3307759388531,True,1.01,1.667816956600438,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0160,case14,20260961,14,11,267.03893543493876,True,1.01,1.5763680951422043,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0161,case14,20260962,14,11,285.82415987803984,True,1.01,1.7281271711708877,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0162,case14,20260963,14,11,242.04801949452127,True,1.0099999999999996,1.3843780122541887,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0163,case14,20260964,14,11,260.4539469003319,True,1.01,1.5187373426264477,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0164,case14,20260965,14,11,258.96029755835656,True,1.01,1.501990214758507,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
public-case14-0165,case14,20260966,14,11,249.14467803475634,True,1.0100000000000002,1.4385745712055982,,ACCEPT,,REJECT_INCONSISTENT,identity_equivalence_unproven,0.0
